datetime,Baron_discharge_m3s,Hueco_discharge_m3s,Jacobs_discharge_m3s,PRCP_mm,T_AVER
3/2/13,0.750396446,0.161406028,0.004813864,0,51.5
3/3/13,0.75322813,0.159423849,0.004247527,0,58
3/4/13,0.761723184,0.167918903,0.006796043,0,72
3/5/13,0.756059815,0.161972365,0.001982179,0,57
3/6/13,0.747564761,0.151211963,0.001415842,0,53
3/7/13,0.747564761,0.162255533,0.004247527,0,58.5
3/8/13,0.756059815,0.174148609,0.006229706,4.064,62
3/9/13,0.75322813,0.197085255,0.008495054,0.508,67.5
3/10/13,0.809861824,0.291663524,0.004247527,21.59,56.5
3/11/13,0.809861824,0.308653632,0.012459413,0,53.5
3/12/13,0.775881608,0.274107079,0.010194065,0,61
3/13/13,0.7588915,0.264196183,0.010194065,0,62.5
3/14/13,0.75322813,0.254851623,0.013308918,0,64.5
3/15/13,0.75322813,0.242675379,0.015291097,0,67.5
3/16/13,0.744733076,0.24239221,0.015007929,0,72.5
3/17/13,0.750396446,0.243524884,0.010760402,0,75
3/18/13,0.747564761,0.240976368,0.013592087,0,76
3/19/13,0.750396446,0.232481314,0.021803972,0,68
3/20/13,0.761723184,0.225118934,0.026051499,3.556,63
3/21/13,0.773049923,0.222570417,0.039643586,0,67
3/22/13,0.764554869,0.238994189,0.034829722,0,70
3/23/13,0.727742968,0.236728841,0.025485162,0,66
3/24/13,0.688099382,0.227950618,0.023219815,0,52
3/25/13,0.659782535,0.216907048,0.026901005,0,49.5
3/26/13,0.639960742,0.205297141,0.026901005,0,50
3/27/13,0.651287481,0.205863478,0.01472476,0,55.5
3/28/13,0.617307265,0.207845657,0.007079212,0,65.5
3/29/13,0.580495364,0.202465456,0.007079212,0,70
3/30/13,0.586158733,0.205013972,0.007928717,0,75.5
3/31/13,0.574831994,0.207845657,0.010477233,0,72.5
4/1/13,0.572000309,0.214358532,0.01472476,0,73.5
4/2/13,0.676772643,0.221720912,0.017839614,53.34,64.5
4/3/13,1.019406492,0.297326894,0.050120819,9.144,53
4/4/13,0.979762906,0.37944575,0.030299026,0,54
4/5/13,0.903307419,0.362455642,0.024918825,0,56.5
4/6/13,0.869327203,0.368119011,0.025768331,0,67.5
4/7/13,0.838178671,0.345465533,0.017839614,0,73.5
4/8/13,0.80703014,0.334138795,0.018689119,0,72
4/9/13,0.778713293,0.322812056,0.023502983,0,78
4/10/13,0.792871716,0.28316847,0.015291097,7.62,59.5
4/11/13,0.80136677,0.263629846,0.017839614,1.524,55.5
4/12/13,0.761723184,0.258532813,0.016423771,0,62.5
4/13/13,0.75322813,0.23871102,0.016140603,0,66
4/14/13,0.770218238,0.231065472,0.018122782,0,72.5
4/15/13,0.730574653,0.223703091,0.015291097,0,79
4/16/13,0.730574653,0.22398626,0.015007929,0,77.5
4/17/13,0.744733076,0.217190216,0.021803972,0.254,79
4/18/13,0.744733076,0.213225858,0.019538624,9.144,62.5
4/19/13,0.719247914,0.196802087,0.012459413,0,57
4/20/13,0.707921175,0.185758516,0.01670694,0,57
4/21/13,0.713584544,0.180378315,0.016990108,0,64
4/22/13,0.722079599,0.185758516,0.01670694,0,70.5
4/23/13,0.696594436,0.187457527,0.01472476,0,64
4/24/13,0.70508949,0.176980294,0.018122782,0,55
4/25/13,0.688099382,0.170467419,0.018972287,0,63
4/26/13,0.707921175,0.180661484,0.018122782,0.762,69.5
4/27/13,0.682436013,0.190006043,0.029166352,0,77
4/28/13,0.719247914,0.192837728,0.041908934,0,74.5
4/29/13,0.699426121,0.192271391,0.053802009,0,76.5
4/30/13,0.699426121,0.204730804,0.056067357,0,74
5/1/13,0.665445905,0.20359813,0.075322813,0,78.5
5/2/13,0.685267697,0.227950618,0.045023787,0,61.5
5/3/13,0.665445905,0.248621917,0.060598053,0,57.5
5/4/13,0.65695085,0.257116971,0.059465379,0,65.5
5/5/13,0.654119166,0.229083292,0.019821793,0,65
5/6/13,0.651287481,0.213225858,0.012742581,0,63
5/7/13,0.642792427,0.197085255,0.013308918,0,69
5/8/13,0.620138949,0.191988223,0.008495054,0.254,75.5
5/9/13,0.605980526,0.188590201,0.010477233,0.762,72
5/10/13,0.654119166,0.217473385,0.015291097,32.512,75
5/11/13,0.795703401,0.250037759,0.022653478,0,72.5
5/12/13,0.773049923,0.276089258,0.014158424,0,71.5
5/13/13,0.75322813,0.286000155,0.013308918,0,70
5/14/13,0.702257806,0.255701128,0.01670694,0,74
5/15/13,0.682436013,0.248905085,0.023786151,3.302,77
5/16/13,0.671109274,0.263346677,0.020104961,1.27,82
5/17/13,0.682436013,0.272974405,0.015574266,0,85
5/18/13,0.648455796,0.25173677,0.019538624,0,84
5/19/13,0.637129058,0.230782303,0.013308918,0,83.5
5/20/13,0.651287481,0.21662388,0.008495054,0,83.5
5/21/13,0.628634003,0.211243679,0.006512875,0,79.5
5/22/13,0.605980526,0.20359813,0.00934456,0,77.5
5/23/13,0.600317156,0.201049614,0.010477233,0,83
5/24/13,0.716416229,0.214924869,0.011326739,83.82,74.5
5/25/13,0.914634158,1.537604792,0.011893076,11.43,75.5
5/26/13,0.974099537,2.321981454,0.012176244,19.812,79
5/27/13,0.965604483,2.228535859,0.006229706,0,81
5/28/13,0.891980681,2.183228904,0.003398022,0,82.5
5/29/13,0.832515302,2.092614993,0.002831685,0,81.5
5/30/13,0.795703401,1.959525812,0.002265348,0,83
5/31/13,0.770218238,1.832100001,0.005380201,0,84.5
6/1/13,0.756059815,1.687684081,0.008495054,0,86
6/2/13,0.741901391,1.594238486,0.009910896,0.762,78.5
6/3/13,0.744733076,1.537604792,0.010477233,0,79
6/4/13,0.722079599,1.446990882,0.010760402,0,82
6/5/13,0.724911283,1.359208656,0.009910896,0,82
6/6/13,0.730574653,1.177980835,0.010194065,0,84.5
6/7/13,0.719247914,1.070376817,0.004247527,0,79
6/8/13,0.699426121,1.013743123,0.005946538,0,77.5
6/9/13,0.699426121,0.991089645,0.009910896,4.064,79
6/10/13,0.688099382,0.965604483,0.015007929,0,83.5
6/11/13,0.688099382,0.934455951,0.015291097,0,85.5
6/12/13,0.682436013,0.883485626,0.014441592,0.508,86
6/13/13,0.690931067,0.843842041,0.015857434,0,87
6/14/13,0.688099382,0.795703401,0.016140603,0,84
6/15/13,0.685267697,0.7588915,0.016423771,0,85
6/16/13,0.676772643,0.699426121,0.01302575,0,87
6/17/13,0.679604328,0.65695085,0.01104357,0,88
6/18/13,0.693762752,0.625802319,0.010477233,9.144,82.5
6/19/13,0.70508949,0.583327048,0.013592087,0,87
6/20/13,0.682436013,0.546515147,0.006512875,0,87
6/21/13,0.679604328,0.521029985,0.004247527,0,88
6/22/13,0.685267697,0.506871561,0.003964359,0,88
6/23/13,0.65695085,0.489881453,0.003114853,0,88
6/24/13,0.563505255,0.461564606,0.002265348,0,87.5
6/25/13,0.538020093,0.438911129,0.003114853,0,89.5
6/26/13,0.529525039,0.416257651,0.001699011,0,90
6/27/13,0.560673571,0.387940804,0.002831685,0,90
6/28/13,0.628634003,0.359623957,0.003398022,0,90.5
6/29/13,0.673940959,0.33130711,0.003964359,0,91.5
6/30/13,0.702257806,0.317148686,0.004247527,8.89,84
7/1/13,0.671109274,0.314317002,0.002548516,0,82
7/2/13,0.654119166,0.300158578,0.005097032,0,82
7/3/13,0.631465688,0.308653632,0.003398022,0,81.5
7/4/13,0.639960742,0.297326894,0.003114853,0,83
7/5/13,0.622970634,0.282602133,0.001982179,0,85.5
7/6/13,0.622970634,0.269576383,0.001415842,0,86
7/7/13,0.594653787,0.25173677,0.001699011,0,89
7/8/13,0.560673571,0.226251608,0.002548516,1.778,84
7/9/13,0.501208192,0.196518918,0.002548516,0,89
7/10/13,0.506871561,0.184059506,0.002265348,0,89
7/11/13,0.501208192,0.199633771,0.001132674,0,89
7/12/13,0.501208192,0.191421886,0.001699011,0,89
7/13/13,0.535188408,0.195103076,0.001699011,0,90.5
7/14/13,0.569168625,0.175281283,0.002265348,0,86
7/15/13,0.557841886,0.170750587,0.004813864,12.954,74
7/16/13,0.532356724,0.206712983,0.008778223,0,83
7/17/13,0.608812211,0.267311036,0.007928717,38.1,82.5
7/18/13,0.713584544,0.339802164,0.011893076,0,84
7/19/13,0.648455796,0.305821948,0.011893076,0,84
7/20/13,0.648455796,0.362455642,0.011326739,1.016,85.5
7/21/13,0.637129058,0.362455642,0.009061391,0,85.5
7/22/13,0.597485472,0.286000155,0.008495054,0,88.5
7/23/13,0.560673571,0.249188254,0.00934456,0,88.5
7/24/13,0.557841886,0.233613988,0.007079212,0,87
7/25/13,0.56633694,0.188590201,0.00368119,0,88
7/26/13,0.56633694,0.187740696,0.003114853,19.812,87
7/27/13,0.611643895,0.18689119,0.005380201,0.254,82
7/28/13,0.583327048,0.180095147,0.004813864,0,87
7/29/13,0.574831994,0.14243374,0.003398022,0,89.5
7/30/13,0.549346832,0.12402779,0.002548516,0,89
7/31/13,0.543683462,0.134221855,0.001982179,0,88.5
8/1/13,0.591822102,0.13507136,0.002548516,0,90
8/2/13,0.577663679,0.123744621,0.001982179,0,90
8/3/13,0.56633694,0.115249567,0.001699011,0,89.5
8/4/13,0.56633694,0.105338671,0.001415842,0,89.5
8/5/13,0.526693354,0.09627728,0.001132674,0,90
8/6/13,0.529525039,0.0889149,0.001415842,0,91
8/7/13,0.538020093,0.080986182,0.000283168,0,92.5
8/8/13,0.549346832,0.063712906,0.000566337,0,91.5
8/9/13,0.546515147,0.053518841,0.000283168,0,90
8/10/13,0.572000309,0.043607944,0,0,91.5
8/11/13,0.563505255,0.034263385,0,0,89
8/12/13,0.563505255,0.012742581,0.000566337,0,88
8/13/13,0.529525039,0,0.000283168,0,90.5
8/14/13,0.543683462,0,0.000283168,0,92
8/15/13,0.577663679,0,0.000566337,4.572,85.5
8/16/13,0.617307265,0,0.001982179,0,85
8/17/13,0.600317156,0,0.001982179,0,84.5
8/18/13,0.572000309,0,0.001982179,0,83.5
8/19/13,0.549346832,0,0.001132674,0,85
8/20/13,0.555010201,0,0.002265348,0,85.5
8/21/13,0.56633694,0,0.000283168,0,86.5
8/22/13,0.591822102,0,0.001982179,0,87.5
8/23/13,0.591822102,0,0.003114853,0,88.5
8/24/13,0.61447558,0,0.001699011,0,89.5
8/25/13,0.594653787,0,0.000283168,0,86.5
8/26/13,0.594653787,0,0,0,83
8/27/13,0.588990418,0,0.000849505,2.286,81
8/28/13,0.557841886,0,0.000566337,0,86
8/29/13,0.580495364,0,0.000283168,0,88.5
8/30/13,0.597485472,0,0,0,90.5
8/31/13,0.594653787,0,0,0,90
9/1/13,0.580495364,0,0,0,89.5
9/2/13,0.597485472,0,0,0,90
9/3/13,0.611643895,0,0,0,89.5
9/4/13,0.591822102,0,0,2.54,89.5
9/5/13,0.642792427,0,0,0,86.5
9/6/13,0.634297373,0,0.000849505,0,88
9/7/13,0.639960742,0,0.000849505,0,88
9/8/13,0.628634003,0,0.000283168,2.032,84.5
9/9/13,0.605980526,0,0.001415842,0.254,83.5
9/10/13,0.591822102,0,0.003398022,1.016,84.5
9/11/13,0.61447558,0,0.001699011,0,86
9/12/13,0.645624112,0,0,0.508,85
9/13/13,0.634297373,0,0,0,86.5
9/14/13,0.600317156,0.085516878,0,7.62,85
9/15/13,0.668277589,0.236162504,0,0,85.5
9/16/13,0.65695085,0.239277357,0.000283168,8.128,85
9/17/13,0.600317156,0.241542705,0.001415842,0.762,83
9/18/13,0.572000309,0.230782303,0.002831685,0,85
9/19/13,0.617307265,0.22030507,0.002831685,1.016,86.5
9/20/13,0.812693509,0.238427852,0.00934456,74.168,76
9/21/13,1.480971098,0.28316847,0.006796043,0.254,77
9/22/13,1.446990882,0.251170433,0.008778223,0,74
9/23/13,1.359208656,0.265895193,0.011326739,0,74.5
9/24/13,1.308238331,0.254851623,0.006796043,0,82
9/25/13,1.279921484,0.25173677,0.004530696,0,83
9/26/13,1.262931376,0.242675379,0.006512875,0,81
9/27/13,1.248772953,0.234180325,0.007928717,1.27,84.5
9/28/13,1.274258115,0.227384281,0.008495054,35.052,83.5
9/29/13,1.274258115,1.534773107,0.005097032,13.208,72
9/30/13,1.245941268,1.60839691,0.002265348,0,76.5
10/1/13,1.217624421,1.189307574,0.001132674,0,78.5
10/2/13,1.166654096,0.874990572,0.001982179,0,83.5
10/3/13,1.104357033,0.719247914,0.001982179,0,84.5
10/4/13,1.050555024,0.622970634,0.001132674,0,82.5
10/5/13,1.010911438,0.543683462,0.001132674,0,76
10/6/13,1.013743123,0.467227976,0.001699011,10.922,68.5
10/7/13,1.039228285,0.410594282,0.001132674,0,70
10/8/13,0.996753014,0.37944575,0.002831685,0,69
10/9/13,0.99392133,0.348297218,0.003398022,0,70
10/10/13,0.959941113,0.342633849,0.003114853,0,74.5
10/11/13,0.954277744,0.339802164,0.004247527,0.762,80
10/12/13,0.94578269,0.33130711,0.005946538,51.308,81
10/13/13,2.406931995,0.891980681,0.707921175,107.188,71.5
10/14/13,2.463565689,1.500792891,0.317148686,10.668,75
10/15/13,2.273842814,1.18081252,0.136770371,0.254,71.5
10/16/13,2.245525967,1.121347141,0.258532813,21.336,58
10/17/13,2.333308193,1.430000774,0.212942689,0,64.5
10/18/13,2.259684391,1.282753169,0.100524807,0.254,63.5
10/19/13,2.200219012,1.127010511,0.048704977,0,58
10/20/13,2.160575426,1.030733231,0.028883184,0,59.5
10/21/13,2.129426894,0.94578269,0.022370309,13.462,70
10/22/13,2.101110047,0.841010356,0.018122782,0,65.5
10/23/13,2.07845657,0.744733076,0.016423771,0,68
10/24/13,2.0727932,0.673940959,0.016140603,0,67.5
10/25/13,2.03031793,0.617307265,0.014441592,0,66.5
10/26/13,2.013327822,0.583327048,0.014441592,0,71.5
10/27/13,2.044476353,0.552178517,0.017839614,2.54,69.5
10/28/13,2.21720912,0.521029985,0.018689119,0,74
10/29/13,2.118100156,0.487049768,0.017273277,0,77.5
10/30/13,2.103941732,0.467227976,0.056633694,82.296,78
10/31/13,3.39802164,3.709506957,2.576833077,36.322,68
11/1/13,3.199803711,3.851091192,1.438495828,0,67.5
11/2/13,3.086536323,3.11485317,0.925960897,0,62
11/3/13,2.944952088,2.673110357,0.736238022,0,57.5
11/4/13,2.944952088,2.523031068,0.637129058,1.016,63.5
11/5/13,2.888318394,2.421090419,0.572000309,0.254,73
11/6/13,2.823189646,2.364456725,0.529525039,8.382,62
11/7/13,2.860001547,2.245525967,0.47005966,0,53.5
11/8/13,2.860001547,2.137921949,0.424752705,0,58
11/9/13,2.860001547,2.052971408,0.387940804,0,62
11/10/13,2.8316847,1.98217929,0.348297218,0,65.5
11/11/13,2.828853015,1.883070326,0.308653632,0,65
11/12/13,2.811862907,1.851921794,0.308653632,0,52.5
11/13/13,2.772219321,1.693347451,0.308653632,0,45.5
11/14/13,2.738239105,1.616891964,0.314317002,0,48
11/15/13,2.707090573,1.557426585,0.305821948,0,64.5
11/16/13,2.678773726,1.503624576,0.291663524,0,72
11/17/13,2.650456879,1.444159197,0.294495209,0,78.5
11/18/13,2.622140032,1.350713602,0.281186291,0,71
11/19/13,2.593823185,1.311070016,0.253435781,0,64.5
11/20/13,2.565506338,1.27142643,0.235879336,0.254,65
11/21/13,2.534357807,1.234614529,0.224552597,2.54,74
11/22/13,2.525862752,1.22328779,0.201615951,46.482,55
11/23/13,2.508872644,1.194970943,0.189439706,0.762,39.5
11/24/13,2.477724113,1.149663988,0.192271391,3.302,39
11/25/13,2.469229058,1.152495673,0.328475425,24.13,37.5
11/26/13,2.497545905,1.234614529,0.407762597,0,46
11/27/13,2.460734004,1.22895116,0.351128903,0,42.5
11/28/13,2.432417157,1.200634313,0.33130711,0,44.5
11/29/13,2.40410031,1.177980835,0.322812056,0,48.5
11/30/13,2.378615148,1.152495673,0.314317002,0,59
12/1/13,2.358793355,1.135505565,0.302990263,0,63
12/2/13,2.338971562,1.127010511,0.294495209,0,69
12/3/13,2.316318085,1.112852087,0.276089258,0,67
12/4/13,2.285169553,1.081703555,0.263913014,0,65.5
12/5/13,2.256852706,1.070376817,0.252303107,0,51
12/6/13,2.228535859,1.027901546,0.230499135,1.778,34
12/7/13,2.22287249,0.991089645,0.21832289,0,29
12/8/13,2.220040805,0.985426276,0.220588238,0,37.5
12/9/13,2.208714066,0.976931222,0.214358532,1.016,37.5
12/10/13,2.205882381,0.948614375,0.201615951,0,38.5
12/11/13,2.191723958,0.934455951,0.198501097,0,45
12/12/13,2.191723958,0.903307419,0.195103076,0,43
12/13/13,2.197387327,0.911802473,0.203314961,3.81,48
12/14/13,2.197387327,0.906139104,0.201049614,0,45.5
12/15/13,2.191723958,0.863663834,0.187740696,0,48
12/16/13,2.191723958,0.835346987,0.182926832,0,51.5
12/17/13,2.191723958,0.792871716,0.171316924,0,55
12/18/13,2.194555643,0.764554869,0.174714946,0,55.5
12/19/13,2.203050697,0.770218238,0.185758516,0,66.5
12/20/13,2.211545751,0.764554869,0.188590201,0,70.5
12/21/13,2.211545751,0.7588915,0.186324853,11.684,59.5
12/22/13,2.220040805,0.730574653,0.164520881,0,47.5
12/23/13,2.205882381,0.671109274,0.152627805,0,45
12/24/13,2.203050697,0.654119166,0.152627805,0,46
12/25/13,2.203050697,0.668277589,0.15545949,0,49.5
12/26/13,2.200219012,0.651287481,0.1517783,0,48
12/27/13,2.197387327,0.637129058,0.151211963,0,52.5
12/28/13,2.200219012,0.645624112,0.154893153,0,51
12/29/13,2.197387327,0.651287481,0.153760479,0,50
12/30/13,2.194555643,0.617307265,0.142716909,0,39.5
12/31/13,2.191723958,0.591822102,0.144982257,0,45.5
1/1/14,2.188892273,0.586158733,0.147813941,0,54
1/2/14,2.183228904,0.577663679,0.139318887,0,44
1/3/14,2.180397219,0.552178517,0.137903045,0,43
1/4/14,2.183228904,0.56633694,0.143566414,0,56.5
1/5/14,2.17473385,0.555010201,0.130823833,0,46.5
1/6/14,2.163407111,0.498376507,0.11298422,0,29
1/7/14,2.157743741,0.478554714,0.112701051,0,35
1/8/14,2.154912057,0.47572303,0.120063431,4.064,46.5
1/9/14,2.146417003,0.492713138,0.1203466,0,61.5
1/10/14,2.146417003,0.492713138,0.123178284,2.54,64.5
1/11/14,2.137921949,0.484218084,0.110152535,0,61.5
1/12/14,2.129426894,0.464396291,0.110435703,0.254,56.5
1/13/14,2.118100156,0.472891345,0.10732085,0,57
1/14/14,2.106773417,0.441742813,0.102506986,0,56.5
1/15/14,2.095446678,0.413425966,0.096560448,0,52
1/16/14,2.092614993,0.416257651,0.097693122,0,56
1/17/14,2.081288255,0.402099227,0.095427774,0,53.5
1/18/14,2.075624885,0.393604173,0.09627728,0,53.5
1/19/14,2.064298146,0.387940804,0.094861437,0,58.5
1/20/14,2.055803092,0.390772489,0.097409954,0,64
1/21/14,2.041644669,0.368119011,0.087499057,0,50.5
1/22/14,2.035981299,0.362455642,0.089764405,0,53.5
1/23/14,2.010496137,0.345465533,0.075605981,1.524,41.5
1/24/14,2.010496137,0.319980371,0.071924791,1.27,33
1/25/14,2.004832768,0.328475425,0.081835688,0,48
1/26/14,1.999169398,0.348297218,0.088065394,0,59.5
1/27/14,1.985010975,0.339802164,0.076172318,0.508,47
1/28/14,1.970852551,0.311485317,0.063996074,1.27,33
1/29/14,1.953862443,0.300158578,0.064279243,0,38
1/30/14,1.93970402,0.308653632,0.071358454,0,48
1/31/14,1.931208965,0.302990263,0.072774297,0,67.5
2/1/14,1.922713911,0.28316847,0.069659444,0,65.5
2/2/14,1.908555488,0.27382391,0.061730726,0.508,45
2/3/14,1.89156538,0.262214003,0.06116439,0,40
2/4/14,1.883070326,0.268726878,0.06654459,3.81,53
2/5/14,1.863248533,0.257116971,0.05550102,0,39.5
2/6/14,1.846258424,0.248338748,0.052102998,0,29
2/7/14,1.834931686,0.246356569,0.053518841,0,33.5
2/8/14,1.820773262,0.241542705,0.055784189,0,51
2/9/14,1.809446523,0.23502983,0.05550102,0,58.5
2/10/14,1.7952881,0.228233787,0.05181983,0,47.5
2/11/14,1.781129676,0.216057543,0.052669335,2.54,34.5
2/12/14,1.764139568,0.213792195,0.05550102,0,45
2/13/14,1.761307883,0.218889227,0.057200031,0,50.5
2/14/14,1.752812829,0.21832289,0.056633694,0,66.5
2/15/14,1.738654406,0.211526847,0.052102998,0,59
2/16/14,1.724495982,0.213509026,0.056067357,0,67.5
2/17/14,1.69901082,0.217190216,0.055217852,0,69.5
2/18/14,1.670693973,0.216057543,0.055784189,0,68.5
2/19/14,1.622555333,0.224835765,0.057200031,0,72.5
2/20/14,1.60839691,0.230499135,0.057200031,0,70
2/21/14,1.585743432,0.216057543,0.049837651,0,56.5
2/22/14,1.588575117,0.210111005,0.052952504,0,62.5
2/23/14,1.577248378,0.213509026,0.050120819,0,74
2/24/14,1.580080063,0.212659521,0.051536662,0,65.5
2/25/14,1.597070171,0.208411994,0.053518841,0,61.5
2/26/14,1.585743432,0.199067434,0.048421808,2.794,44
2/27/14,1.580080063,0.194819907,0.051253493,0,45
2/28/14,1.557426585,0.19991694,0.052386167,0,62
3/1/14,1.577248378,0.19425357,0.045873292,0,67.5
3/2/14,1.571585009,0.19255456,0.044740618,2.032,50.5
3/3/14,1.563089954,0.177829799,0.039360417,2.032,35.5
3/4/14,1.557426585,0.181227821,0.046439629,4.318,40
3/5/14,1.551763216,0.183776337,0.04813864,0,45.5
3/6/14,1.540436477,0.180661484,0.041059428,0,54
3/7/14,1.531941423,0.167918903,0.046439629,0,53
3/8/14,1.520614684,0.159990186,0.043041607,18.796,51.5
3/9/14,1.56025827,0.154043648,0.047855471,2.794,48.5
3/10/14,1.5545949,0.154326816,0.049554482,0.254,60.5
3/11/14,1.546099846,0.173299104,0.052386167,0,69.5
3/12/14,1.529109738,0.173582272,0.041908934,0,59.5
3/13/14,1.514951315,0.16848524,0.041342597,0,52.5
3/14/14,1.509287945,0.181794158,0.042758439,0,62
3/15/14,1.503624576,0.176130788,0.046439629,1.778,68
3/16/14,1.492297837,0.164237713,0.037378238,0,56
3/17/14,1.486634468,0.150928795,0.037944575,0,54.5
3/18/14,1.475307729,0.156025827,0.038227743,0,65
3/19/14,1.458317621,0.148946615,0.032847543,0,61.5
3/20/14,1.449822566,0.1517783,0.031998037,0,59
3/21/14,1.441327512,0.151211963,0.039926754,0,67
3/22/14,1.432832458,0.16282187,0.039360417,0,69
3/23/14,1.427169089,0.154609985,0.034546553,0,54
3/24/14,1.424337404,0.144699088,0.035962396,0,58
3/25/14,1.413010665,0.135637697,0.028600015,0,56.5
3/26/14,1.404515611,0.13875255,0.038227743,0,60
3/27/14,1.401683927,0.152910974,0.046439629,0.254,71.5
3/28/14,1.396020557,0.157158501,0.043607944,0,76
3/29/14,1.387525503,0.148380278,0.031714869,0,64
3/30/14,1.379030449,0.134505023,0.033980216,0,62
3/31/14,1.37336708,0.140451561,0.035396059,0,72.5
4/1/14,1.359208656,0.148663447,0.03709507,0,76
4/2/14,1.347881917,0.156025827,0.037944575,0,76
4/3/14,1.342218548,0.169617914,0.036811901,0,76.5
4/4/14,1.336555178,0.15545949,0.033980216,0,64
4/5/14,1.330891809,0.140168393,0.042475271,0,59.5
4/6/14,1.322396755,0.142716909,0.059748547,5.08,56.5
4/7/14,1.31956507,0.143849583,0.052952504,6.858,62
4/8/14,1.342218548,0.139318887,0.042475271,0,63.5
4/9/14,1.336555178,0.124877295,0.042475271,0,64.5
4/10/14,1.330891809,0.1203466,0.039643586,0,72
4/11/14,1.311070016,0.127992148,0.035962396,0,73
4/12/14,1.302574962,0.153194142,0.042475271,0,75
4/13/14,1.294079908,0.167635734,0.042475271,0,73
4/14/14,1.299743277,0.173865441,0.04813864,34.036,58
4/15/14,1.333723494,0.163388207,0.052952504,0,52
4/16/14,1.330891809,0.173582272,0.064562411,0,56.5
4/17/14,1.316733386,0.180378315,0.056633694,1.524,61.5
4/18/14,1.296911593,0.175564451,0.059748547,0.254,68.5
4/19/14,1.291248223,0.178962473,0.042192102,0,66
4/20/14,1.2770898,0.168202071,0.037944575,0,68
4/21/14,1.260099692,0.165936723,0.036245564,0.254,74
4/22/14,1.251604637,0.174714946,0.038510912,0,75
4/23/14,1.248772953,0.184909011,0.039926754,0,73
4/24/14,1.240277899,0.182360495,0.036528733,0,77.5
4/25/14,1.234614529,0.184342674,0.024918825,0,75.5
4/26/14,1.217624421,0.182643663,0.0314317,0,77
4/27/14,1.211961052,0.189156538,0.033697048,0,84.5
4/28/14,1.203465998,0.177546631,0.032847543,0,79.5
4/29/14,1.192139259,0.171883261,0.026901005,0,72
4/30/14,1.18081252,0.143566414,0.021520804,0,66
5/1/14,1.172317466,0.130823833,0.020104961,0,64.5
5/2/14,1.163822412,0.132239675,0.020954467,0,69.5
5/3/14,1.158159042,0.102506986,0.017839614,0,76
5/4/14,1.152495673,0.090047573,0.020104961,0,76
5/5/14,1.146832304,0.083534699,0.019821793,0,76
5/6/14,1.138337249,0.083817867,0.023219815,0,76
5/7/14,1.129842195,0.075605981,0.022087141,0,79
5/8/14,1.13267388,0.069659444,0.023786151,1.524,78.5
5/9/14,1.104357033,0.073906971,0.024352488,0,76
5/10/14,1.104357033,0.124877295,0.024635657,0,75.5
5/11/14,1.112852087,0.095144606,0.024352488,0,82.5
5/12/14,1.115683772,0.085800046,0.028316847,62.23,72
5/13/14,1.31956507,0.419089336,0.067960433,23.876,61
5/14/14,1.441327512,0.325643741,0.065128748,3.556,63.5
5/15/14,1.478139413,0.273540742,0.060031716,0,65
5/16/14,1.469644359,0.226534776,0.062013895,0,73.5
5/17/14,1.452654251,0.208411994,0.060881221,0,73
5/18/14,1.430000774,0.231631808,0.050120819,0,73.5
5/19/14,1.404515611,0.178679305,0.036528733,0,76
5/20/14,1.387525503,0.138186213,0.033697048,0,78
5/21/14,1.36770371,0.144699088,0.033980216,0,79.5
5/22/14,1.350713602,0.109303029,0.033697048,0,78.5
5/23/14,1.333723494,0.139318887,0.033413879,4.826,77.5
5/24/14,1.339386863,0.093445595,0.032847543,0,78
5/25/14,1.333723494,0.098542628,0.035396059,0,79.5
5/26/14,1.387525503,0.453069552,0.060314884,39.624,69.5
5/27/14,1.735822721,1.874575271,0.121762442,44.45,68
5/28/14,2.038812984,2.698595519,0.274673416,0,76
5/29/14,2.002001083,2.68726878,0.232198145,0,77.5
5/30/14,2.027486245,2.024654561,0.204730804,0,81
5/31/14,1.976515921,1.783961361,0.166219892,0,81.5
6/1/14,1.945367389,1.523446369,0.145831762,0,79.5
6/2/14,1.953862443,1.959525812,0.133089181,0,82.5
6/3/14,1.973684236,1.735822721,0.121196105,0,82.5
6/4/14,1.951030758,1.769802938,0.116948578,0,82.5
6/5/14,1.922713911,1.639545441,0.110435703,0,82.5
6/6/14,1.905723803,1.356376971,0.108170356,0,82.5
6/7/14,1.877406956,1.203465998,0.094861437,0,83
6/8/14,1.846258424,1.333723494,0.09627728,0,83
6/9/14,1.820773262,0.874990572,0.101374312,13.97,77
6/10/14,1.803783154,0.906139104,0.095144606,0,78
6/11/14,1.783961361,0.843842041,0.091180247,0,80
6/12/14,1.755644514,1.104357033,0.082685193,37.846,80
6/13/14,1.834931686,0.832515302,0.080136677,0,78.5
6/14/14,1.905723803,0.886317311,0.073057465,0,80
6/15/14,1.905723803,1.234614529,0.069659444,0,82.5
6/16/14,1.917050542,0.637129058,0.063996074,0,83.5
6/17/14,1.905723803,0.572000309,0.060598053,0,83.5
6/18/14,1.877406956,0.538020093,0.057766368,0.508,84.5
6/19/14,1.820773262,0.489881453,0.056633694,0.254,83.5
6/20/14,1.7952881,0.47005966,0.056633694,0,83
6/21/14,1.792456415,0.444574498,0.060598053,0,83.5
6/22/14,1.772634622,0.430416074,0.056350526,0,83
6/23/14,1.758476199,0.404930912,0.051536662,6.858,78
6/24/14,1.727327667,0.396435858,0.052386167,6.096,83.5
