datetime,Barton_discharge_m3s,Hueco_discharge_m3s,Jacobs_discharge_m3s,PRCP_mm,T_AVER_F,T_AVER_C,T_MAX_C,T_MIN_C
2/23/20,1.268594746,0.489881453,0.071641623,0,61.5,16.38888889,20.6,12.2
2/24/20,1.268594746,0.495544823,0.069093107,0.254,59,15,21.1,8.9
2/25/20,1.265763061,0.444574498,0.058332705,0,57.5,14.16666667,20,8.3
2/26/20,1.248772953,0.413425966,0.041625765,0,47.5,8.611111111,13.3,3.9
2/27/20,1.240277899,0.402099227,0.058615873,0,48.5,9.166666667,18.3,0
2/28/20,1.226119475,0.396435858,0.032847543,0,57,13.88888889,23.9,3.9
2/29/20,1.22328779,0.399267543,0.045023787,0,61.5,16.38888889,24.4,8.3
3/1/20,1.206297682,0.407762597,0.102223818,0,67.5,19.72222222,25,14.4
3/2/20,1.211961052,0.410594282,0.091463416,0,72,22.22222222,26.1,18.3
3/3/20,1.211961052,0.413425966,0.097126785,0,69.5,20.83333333,23.9,17.8
3/4/20,1.211961052,0.430416074,0.107604019,36.322,61.5,16.38888889,20.6,12.2
3/5/20,1.211961052,0.436079444,0.100241638,0,62,16.66666667,24.4,8.9
3/6/20,1.211961052,0.436079444,0.097409954,0,60.5,15.83333333,21.7,10
3/7/20,1.211961052,0.444574498,0.097409954,0,54.5,12.5,17.8,7.2
3/8/20,1.211961052,0.444574498,0.09061391,0,63,17.22222222,24.4,10
3/9/20,1.211961052,0.444574498,0.086649552,4.064,65.5,18.61111111,19.4,17.8
3/10/20,1.211961052,0.444574498,0.083817867,0,70,21.11111111,27.2,15
3/11/20,1.211961052,0.447406183,0.084950541,0,74,23.33333333,29.4,17.2
3/12/20,1.211961052,0.450237867,0.078720835,0,77.5,25.27777778,30.6,20
3/13/20,1.192139259,0.453069552,0.077021824,0,76.5,24.72222222,28.9,20.6
3/14/20,1.177980835,0.453069552,0.074756476,0,76.5,24.72222222,28.9,20.6
3/15/20,1.175149151,0.453069552,0.072774297,1.016,63.5,17.5,20.6,14.4
3/16/20,1.160990727,0.453069552,0.069376275,0,66.5,19.16666667,23.9,14.4
3/17/20,1.160990727,0.458732921,0.066261422,0.254,74.5,23.61111111,27.2,20
3/18/20,1.158159042,0.472891345,0.064279243,0,76.5,24.72222222,28.3,21.1
3/19/20,1.163822412,0.472891345,0.062297063,1.27,77.5,25.27777778,29.4,21.1
3/20/20,1.200634313,0.472891345,0.067110927,22.606,62,16.66666667,22.2,11.1
3/21/20,1.245941268,0.487049768,0.069942612,23.114,51.5,10.83333333,12.8,8.9
3/22/20,1.347881917,0.597485472,0.07957034,0,60.5,15.83333333,19.4,12.2
3/23/20,1.370535395,0.61447558,0.077304992,0.254,74,23.33333333,28.9,17.8
3/24/20,1.364872025,0.603148841,0.075322813,0,76,24.44444444,33.3,15.6
3/25/20,1.342218548,0.591822102,0.070792118,0,73.5,23.05555556,32.8,13.3
3/26/20,1.333723494,0.577663679,0.071641623,0,77.5,25.27777778,31.1,19.4
3/27/20,1.316733386,0.569168625,0.070792118,0,79.5,26.38888889,31.7,21.1
3/28/20,1.305406647,0.557841886,0.068809938,1.778,68,20,27.2,12.8
3/29/20,1.299743277,0.540851778,0.068809938,0,66,18.88888889,27.2,10.6
3/30/20,1.296911593,0.540851778,0.07588915,11.176,67,19.44444444,21.1,17.8
3/31/20,1.299743277,0.529525039,0.073340634,0,65.5,18.61111111,23.9,13.3
4/1/20,1.291248223,0.515366615,0.073057465,0,64,17.77777778,25.6,10
4/2/20,1.308238331,0.515366615,0.075322813,6.604,66,18.88888889,21.1,16.7
4/3/20,1.376198764,0.543683462,0.215774374,21.336,60,15.55555556,23.3,7.8
4/4/20,1.701842505,0.631465688,0.359623957,16.764,49,9.444444444,11.7,7.2
4/5/20,1.868911902,0.767386554,0.261930835,0,59,15,19.4,10.6
4/6/20,1.883070326,0.747564761,0.172449598,0,70.5,21.38888889,26.7,16.1
4/7/20,1.880238641,0.727742968,0.141584235,0,79.5,26.38888889,31.7,21.1
4/8/20,1.880238641,0.707921175,0.125160464,0,84,28.88888889,35,22.8
4/9/20,1.874575271,0.688099382,0.126293138,4.826,79.5,26.38888889,33.9,18.9
4/10/20,1.874575271,0.673940959,0.139318887,0,69,20.55555556,23.9,17.2
4/11/20,1.846258424,0.654119166,0.120912937,0.508,68.5,20.27777778,24.4,16.1
4/12/20,1.809446523,0.642792427,0.103073323,0.762,74,23.33333333,30.6,16.1
4/13/20,1.775466307,0.608812211,0.091463416,0,55,12.77777778,18.3,7.2
4/14/20,1.74714946,0.586158733,0.129407991,0,56,13.33333333,18.9,7.8
4/15/20,1.721664298,0.572000309,0.129691159,0,56.5,13.61111111,21.1,6.1
4/16/20,1.69901082,0.563505255,0.080136677,0,63.5,17.5,26.1,8.9
4/17/20,1.682020712,0.557841886,0.125726801,0.762,65,18.33333333,23.3,13.3
4/18/20,1.670693973,0.543683462,0.13507136,0,59,15,17.2,12.8
4/19/20,1.65653555,0.543683462,0.131673339,0.508,77,25,34.4,15.6
4/20/20,1.648040495,0.529525039,0.088348563,0,74,23.33333333,30.6,16.1
4/21/20,1.639545441,0.5181983,0.086366383,0,77,25,30.6,19.4
4/22/20,1.619723648,0.512534931,0.079853509,3.048,76,24.44444444,27.2,21.7
4/23/20,1.605565225,0.506871561,0.077304992,0,74.5,23.61111111,32.2,15
4/24/20,1.591406801,0.492713138,0.088631731,0,79.5,26.38888889,36.7,16.1
4/25/20,1.574416693,0.481386399,0.14809711,0,70.5,21.38888889,27.2,15.6
4/26/20,1.56025827,0.467227976,0.149796121,0,70.5,21.38888889,30.6,12.2
4/27/20,1.546099846,0.464396291,0.146681267,0,75.5,24.16666667,32.2,16.1
4/28/20,1.537604792,0.461564606,0.148946615,0,83.5,28.61111111,33.9,23.3
4/29/20,1.565921639,0.455901237,0.156025827,18.034,72,22.22222222,29.4,15
4/30/20,1.565921639,0.441742813,0.160273354,0,72,22.22222222,31.7,12.8
5/1/20,1.546099846,0.436079444,0.158574343,0,75.5,24.16666667,32.2,16.1
5/2/20,1.526278053,0.433247759,0.150928795,0,81,27.22222222,33.9,20.6
5/3/20,1.51211963,0.430416074,0.150645626,0,82.5,28.05555556,35,21.1
5/4/20,1.503624576,0.424752705,0.148380278,0,84.5,29.16666667,36.1,22.2
5/5/20,1.489466152,0.42192102,0.147530773,0,78.5,25.83333333,30,21.7
5/6/20,1.472476044,0.416257651,0.152910974,0,76.5,24.72222222,30.6,18.9
5/7/20,1.461149305,0.407762597,0.149796121,0,70.5,21.38888889,28.9,13.9
5/8/20,1.458317621,0.407762597,0.143566414,0,75,23.88888889,30,17.8
5/9/20,1.455485936,0.402099227,0.098542628,0,70,21.11111111,26.1,16.1
5/10/20,1.446990882,0.393604173,0.105621839,0,68.5,20.27777778,27.8,12.8
5/11/20,1.435664143,0.387940804,0.106754513,0,72.5,22.5,30,15
5/12/20,1.520614684,1.194970943,0.325643741,60.198,70,21.11111111,23.3,18.9
5/13/20,1.832100001,3.058219476,0.453069552,0.254,76.5,24.72222222,31.7,17.8
5/14/20,1.826436632,2.599486555,0.328475425,0,82.5,28.05555556,33.9,22.2
5/15/20,1.781129676,3.822774345,0.27014272,55.626,78.5,25.83333333,33.3,18.3
5/16/20,2.03031793,3.596239569,0.679604328,16.002,73.5,23.05555556,28.9,17.2
5/17/20,2.092614993,2.370120094,0.495544823,0,79,26.11111111,33.3,18.9
5/18/20,2.055803092,2.353129986,0.399267543,0,79.5,26.38888889,35,17.8
5/19/20,2.013327822,2.45790232,0.353960588,0,83.5,28.61111111,36.1,21.1
5/20/20,1.962357497,2.069961516,0.317148686,0,85,29.44444444,35,23.9
5/21/20,1.928377281,1.834931686,0.291663524,1.016,82,27.77777778,33.9,21.7
5/22/20,1.894397064,1.783961361,0.269010047,1.27,84,28.88888889,35,22.8
5/23/20,1.863248533,1.687684081,0.252303107,0.508,83.5,28.61111111,33.9,23.3
5/24/20,1.854753479,1.588575117,0.560673571,24.638,81,27.22222222,35,19.4
5/25/20,2.146417003,1.888733695,1.905723803,18.542,73,22.77777778,26.7,18.9
5/26/20,2.299327976,2.944952088,1.217624421,5.08,75.5,24.16666667,30,18.3
5/27/20,2.296496292,3.199803711,0.965604483,16.002,76.5,24.72222222,32.8,16.7
5/28/20,2.299327976,2.888318394,0.838178671,0,76.5,24.72222222,32.2,17.2
5/29/20,2.288001238,2.551347915,0.7588915,0,79.5,26.38888889,31.7,21.1
5/30/20,2.268179445,2.514536014,0.699426121,0,76,24.44444444,31.7,17.2
5/31/20,2.245525967,2.443743896,0.654119166,0,79.5,26.38888889,29.4,23.3
6/1/20,2.225704174,3.001585782,0.628634003,0,78,25.55555556,28.9,22.2
6/2/20,2.211545751,1.999169398,0.597485472,0.254,81,27.22222222,32.2,22.2
6/3/20,2.203050697,1.922713911,0.557841886,0,83,28.33333333,33.9,22.8
6/4/20,2.194555643,1.806614839,0.5181983,0,84,28.88888889,34.4,23.3
6/5/20,2.186060588,2.188892273,0.481386399,0,85,29.44444444,34.4,24.4
6/6/20,2.171902165,2.916635241,0.458732921,0,85,29.44444444,35.6,23.3
6/7/20,2.160575426,2.916635241,0.444574498,0,86,30,35.6,24.4
6/8/20,2.152080372,2.129426894,0.419089336,0,86.5,30.27777778,37.2,23.3
6/9/20,2.143585318,1.662198919,0.396435858,0,88.5,31.38888889,37.8,25
6/10/20,2.129426894,1.486634468,0.370950696,0,81,27.22222222,34.4,20
6/11/20,2.118100156,1.356376971,0.359623957,0,80,26.66666667,35.6,17.8
6/12/20,2.109605102,1.243109583,0.353960588,0,78.5,25.83333333,34.4,17.2
6/13/20,2.103941732,1.183644205,0.351128903,0,80.5,26.94444444,34.4,19.4
6/14/20,2.092614993,1.149663988,0.345465533,0,80,26.66666667,34.4,18.9
6/15/20,2.07845657,1.217624421,0.322812056,0,84,28.88888889,35.6,22.2
6/16/20,2.069961516,1.240277899,0.319980371,0,85,29.44444444,35,23.9
6/17/20,2.058634777,1.206297682,0.308653632,0,83.5,28.61111111,35.6,21.7
6/18/20,2.050139723,1.192139259,0.294495209,0,85,29.44444444,36.1,22.8
6/19/20,2.041644669,1.175149151,0.288831839,0,87,30.55555556,36.1,25
6/20/20,2.0727932,1.144000619,0.286000155,31.75,82,27.77777778,34.4,21.1
6/21/20,2.089783309,1.0363966,0.27948728,0,86.5,30.27777778,35.6,25
6/22/20,2.069961516,1.013743123,0.265328856,0,86.5,30.27777778,34.4,26.1
6/23/20,2.075624885,1.039228285,0.269293215,14.732,82,27.77777778,33.9,21.7
6/24/20,2.07845657,0.974099537,0.260514992,0.508,80,26.66666667,30,23.3
6/25/20,2.055803092,0.934455951,0.252869444,0,82.5,28.05555556,34.4,21.7
6/26/20,2.055803092,0.903307419,0.248338748,15.494,78.5,25.83333333,30,21.7
6/27/20,2.086951624,0.948614375,0.257400139,0,85,29.44444444,33.9,25
6/28/20,2.07845657,0.948614375,0.25173677,5.08,82,27.77777778,31.1,24.4
6/29/20,2.092614993,0.991089645,0.246356569,0,84,28.88888889,32.2,25.6
6/30/20,2.069961516,0.974099537,0.233047651,0,86.5,30.27777778,33.9,26.7
7/1/20,2.050139723,0.852337095,0.226534776,0,87.5,30.83333333,35,26.7
7/2/20,2.027486245,0.821188563,0.208978331,0,89,31.66666667,36.7,26.7
7/3/20,2.004832768,0.804198455,0.199350603,0,87.5,30.83333333,37.2,24.4
7/4/20,1.98217929,0.826851932,0.203881298,0,87,30.55555556,37.8,23.3
7/5/20,1.965189182,0.790040031,0.199067434,0,87.5,30.83333333,37.8,23.9
7/6/20,1.945367389,0.75322813,0.184059506,0,86,30,34.4,25.6
7/7/20,1.925545596,0.673940959,0.172732767,0,90.5,32.5,37.8,27.2
7/8/20,1.902892118,0.620138949,0.152627805,0,89.5,31.94444444,37.2,26.7
7/9/20,1.880238641,0.546515147,0.141584235,0,90.5,32.5,38.3,26.7
7/10/20,1.857585163,0.532356724,0.137336708,0,90.5,32.5,38.9,26.1
7/11/20,1.834931686,0.5181983,0.133938686,0,91,32.77777778,40,25.6
7/12/20,1.817941577,0.515366615,0.144132751,0,91.5,33.05555556,40.6,25.6
7/13/20,1.798119785,0.506871561,0.131673339,0,93.5,34.16666667,42.2,26.1
7/14/20,1.778297992,0.498376507,0.11100204,0,91.5,33.05555556,41.1,25
7/15/20,1.758476199,0.489881453,0.095710943,0,90.5,32.5,39.4,25.6
7/16/20,1.741486091,0.481386399,0.111851546,0,89.5,31.94444444,38.9,25
7/17/20,1.730159352,0.478554714,0.118081252,0,90,32.22222222,38.9,25.6
7/18/20,1.713169244,0.472891345,0.122328779,0,87,30.55555556,36.7,24.4
7/19/20,1.690515766,0.467227976,0.128275317,0,87.5,30.83333333,37.2,24.4
7/20/20,1.667862288,0.464396291,0.145548594,0,88.5,31.38888889,37.8,25
7/21/20,1.65087218,0.458732921,0.136487203,0,87.5,30.83333333,36.1,25.6
7/22/20,1.636713757,0.453069552,0.11468323,0,89.5,31.94444444,37.8,26.1
7/23/20,1.625387018,0.447406183,0.098542628,0,90,32.22222222,38.3,26.1
7/24/20,1.60273354,0.447406183,0.112134714,0,90.5,32.5,37.8,27.2
7/25/20,1.588575117,0.447406183,0.139035719,3.556,84.5,29.16666667,34.4,23.9
7/26/20,1.580080063,0.450237867,0.109019861,1.016,86.5,30.27777778,36.1,24.4
7/27/20,1.56025827,0.453069552,0.106754513,0,87.5,30.83333333,36.7,25
7/28/20,1.540436477,0.450237867,0.120629768,0,89,31.66666667,38.9,24.4
7/29/20,1.523446369,0.450237867,0.118081252,0,88.5,31.38888889,38.9,23.9
7/30/20,1.509287945,0.453069552,0.097409954,0,89,31.66666667,38.3,25
7/31/20,1.50645626,0.447406183,0.121479274,11.938,88,31.11111111,38.9,23.3
8/1/20,1.548931531,0.467227976,0.162255533,0,86.5,30.27777778,37.2,23.3
8/2/20,1.509287945,0.467227976,0.156308995,0,87.5,30.83333333,38.3,23.3
8/3/20,1.486634468,0.472891345,0.127992148,0,88,31.11111111,39.4,22.8
8/4/20,1.458317621,0.512534931,0.17584762,0,88.5,31.38888889,38.9,23.9
8/5/20,1.438495828,0.509703246,0.16480405,0,89.5,31.94444444,39.4,24.4
8/6/20,1.418674035,0.492713138,0.132806012,0,90,32.22222222,39.4,25
8/7/20,1.404515611,0.472891345,0.071075286,0,90,32.22222222,39.4,25
8/8/20,1.387525503,0.458732921,0.087215889,0,90.5,32.5,40,25
8/9/20,1.364872025,0.444574498,0.084384204,0,90.5,32.5,39.4,25.6
8/10/20,1.347881917,0.430416074,0.080986182,0,91,32.77777778,39.4,26.1
8/11/20,1.330891809,0.424752705,0.11836442,0,91.5,33.05555556,40,26.1
8/12/20,1.311070016,0.413425966,0.126576306,0,92.5,33.61111111,41.1,26.1
8/13/20,1.294079908,0.410594282,0.08693272,0,91.5,33.05555556,40,26.1
8/14/20,1.2770898,0.402099227,0.065411917,0,92.5,33.61111111,41.7,25.6
8/15/20,1.268594746,0.387940804,0.050120819,0,93,33.88888889,41.7,26.1
8/16/20,1.248772953,0.382277435,0.053802009,0,92.5,33.61111111,41.1,26.1
8/17/20,1.234614529,0.376614065,0.091746584,0,88.5,31.38888889,38.3,24.4
8/18/20,1.206297682,0.376614065,0.102223818,0,89.5,31.94444444,40,23.9
8/19/20,1.197802628,0.370950696,0.117231747,0,88.5,31.38888889,40,22.8
8/20/20,1.186475889,0.359623957,0.07220796,0,86,30,38.3,21.7
8/21/20,1.169485781,0.359623957,0.056350526,0,90.5,32.5,40,25
8/22/20,1.192139259,0.37944575,0.093445595,31.75,80.5,26.94444444,33.9,20
8/23/20,1.189307574,0.416257651,0.077304992,0,83.5,28.61111111,36.1,21.1
8/24/20,1.160990727,0.410594282,0.066827759,0,87.5,30.83333333,37.8,23.9
8/25/20,1.144000619,0.393604173,0.061730726,0,88,31.11111111,38.3,23.9
8/26/20,1.129842195,0.382277435,0.062580232,0,88,31.11111111,36.1,26.1
8/27/20,1.121347141,0.370950696,0.057766368,0,88.5,31.38888889,38.3,24.4
8/28/20,1.095861979,0.362455642,0.060031716,0,93.5,34.16666667,41.1,27.2
8/29/20,1.081703555,0.353960588,0.05550102,0,92,33.33333333,40.6,26.1
8/30/20,1.070376817,0.348297218,0.05918221,0,91,32.77777778,39.4,26.1
8/31/20,1.056218393,0.348297218,0.052386167,0,93.5,34.16666667,40,28.3
9/1/20,1.044891654,0.345465533,0.046156461,0,91.5,33.05555556,37.8,28.3
9/2/20,1.0363966,0.339802164,0.071075286,4.064,79,26.11111111,29.4,22.8
9/3/20,1.053386708,0.345465533,0.103356492,36.322,83,28.33333333,34.4,22.2
9/4/20,1.166654096,0.455901237,0.286000155,37.592,77.5,25.27777778,28.3,22.2
9/5/20,1.211961052,0.597485472,0.260798161,0,83,28.33333333,33.3,23.3
9/6/20,1.175149151,0.65695085,0.181227821,0,83.5,28.61111111,34.4,22.8
9/7/20,1.138337249,0.597485472,0.156025827,0,85,29.44444444,36.1,22.8
9/8/20,1.112852087,0.5181983,0.143283246,0,84,28.88888889,32.8,25
9/9/20,1.186475889,0.597485472,0.200766445,58.166,70.5,21.38888889,27.2,15.6
9/10/20,1.534773107,0.906139104,0.267027867,1.524,62.5,16.94444444,19.4,14.4
9/11/20,1.543268162,1.076040186,0.191421886,0,75,23.88888889,30.6,17.2
9/12/20,1.480971098,0.985426276,0.163671376,0,80.5,26.94444444,33.9,20
9/13/20,1.410178981,0.855168779,0.147247604,0,84.5,29.16666667,34.4,23.9
9/14/20,1.353545287,0.761723184,0.13139017,0,83,28.33333333,33.3,23.3
9/15/20,1.333723494,0.727742968,0.130540665,0,83.5,28.61111111,33.9,23.3
9/16/20,1.296911593,0.676772643,0.129124822,0,84,28.88888889,34.4,23.3
9/17/20,1.291248223,0.634297373,0.124310958,0,82,27.77777778,32.2,23.3
9/18/20,1.302574962,0.603148841,0.110152535,0,80,26.66666667,31.7,21.7
9/19/20,1.282753169,0.580495364,0.094295101,0,77,25,29.4,20.6
9/20/20,1.27142643,0.563505255,0.09259609,4.064,75,23.88888889,30,17.8
9/21/20,1.265763061,0.546515147,0.092312921,4.572,70.5,21.38888889,22.8,20
9/22/20,1.288416539,0.557841886,0.104772334,5.08,72,22.22222222,23.9,20.6
9/23/20,1.27142643,0.555010201,0.103356492,0,73.5,23.05555556,25,21.1
9/24/20,1.251604637,0.549346832,0.093728764,0,73.5,23.05555556,27.8,18.3
9/25/20,1.234614529,0.532356724,0.075322813,0,75,23.88888889,31.7,16.1
9/26/20,1.217624421,0.526693354,0.081269351,0,79.5,26.38888889,32.8,20
9/27/20,1.203465998,0.535188408,0.082402025,0,84.5,29.16666667,33.9,24.4
9/28/20,1.192139259,0.529525039,0.076738655,0,72.5,22.5,27.2,17.8
9/29/20,1.172317466,0.512534931,0.079853509,0,70.5,21.38888889,29.4,13.3
9/30/20,1.166654096,0.495544823,0.076455487,0,71.5,21.94444444,32.2,11.7
10/1/20,1.172317466,0.467227976,0.05550102,0,73.5,23.05555556,32.8,13.3
10/2/20,1.172317466,0.453069552,0.047572303,0,72,22.22222222,29.4,15
10/3/20,1.141168934,0.447406183,0.062013895,0,73,22.77777778,30.6,15
10/4/20,1.129842195,0.436079444,0.056350526,0,76,24.44444444,32.8,16.1
10/5/20,1.121347141,0.430416074,0.055217852,0,75.5,24.16666667,30.6,17.8
10/6/20,1.110020402,0.42192102,0.071924791,0,76,24.44444444,31.1,17.8
10/7/20,1.098693664,0.416257651,0.076455487,0,77.5,25.27777778,33.3,17.2
10/8/20,1.087366925,0.416257651,0.078437666,0,74.5,23.61111111,31.1,16.1
10/9/20,1.081703555,0.410594282,0.095427774,0,81,27.22222222,32.2,22.2
10/10/20,1.078871871,0.402099227,0.09259609,0,81,27.22222222,35.6,18.9
10/11/20,1.073208501,0.399267543,0.059748547,0,83.5,28.61111111,37.2,20
10/12/20,1.061881763,0.385109119,0.050403988,0,77,25,31.7,18.3
10/13/20,1.047723339,0.37378238,0.059465379,0,74,23.33333333,32.8,13.9
10/14/20,1.039228285,0.370950696,0.064279243,0,76.5,24.72222222,33.9,15.6
10/15/20,1.030733231,0.370950696,0.061447558,0,79,26.11111111,32.8,19.4
10/16/20,1.044891654,0.359623957,0.057200031,0,67,19.44444444,25,13.9
10/17/20,1.019406492,0.359623957,0.084384204,0.254,71,21.66666667,27.2,16.1
10/18/20,1.016574807,0.362455642,0.075322813,0,83,28.33333333,33.9,22.8
10/19/20,1.010911438,0.356792272,0.043891113,0,83,28.33333333,33.9,22.8
10/20/20,0.999584699,0.353960588,0.06484558,0,84,28.88888889,33.9,23.9
10/21/20,0.98825796,0.351128903,0.06654459,0,82.5,28.05555556,32.8,23.3
10/22/20,0.982594591,0.353960588,0.071358454,0,82,27.77777778,32.8,22.8
10/23/20,0.99392133,0.351128903,0.06116439,0,70,21.11111111,29.4,12.8
10/24/20,0.985426276,0.342633849,0.041059428,0,60,15.55555556,19.4,11.7
10/25/20,0.982594591,0.345465533,0.049271314,0,70.5,21.38888889,30,12.8
10/26/20,1.010911438,0.342633849,0.032564374,3.048,58.5,14.72222222,23.9,5.6
10/27/20,0.98825796,0.334138795,0.043324776,1.016,41.5,5.277777778,6.1,4.4
10/28/20,0.951446059,0.334138795,0.043607944,4.572,50.5,10.27777778,16.7,3.9
10/29/20,0.959941113,0.328475425,0.038510912,0,52,11.11111111,17.8,4.4
10/30/20,0.974099537,0.314317002,0.026051499,0,59,15,22.8,7.2
10/31/20,0.974099537,0.308653632,0.031998037,0,60,15.55555556,26.1,5
11/1/20,0.957109429,0.308653632,0.022936646,0,64.5,18.05555556,26.1,10
11/2/20,0.934455951,0.305821948,0.020104961,0,62.5,16.94444444,25.6,8.3
11/3/20,0.931624266,0.305821948,0.024352488,0,62,16.66666667,27.2,6.1
11/4/20,0.925960897,0.302990263,0.022653478,0,65,18.33333333,27.8,8.9
11/5/20,0.923129212,0.305821948,0.025201994,0,70,21.11111111,28.3,13.9
11/6/20,0.920297528,0.297326894,0.033697048,0,72.5,22.5,27.8,17.2
11/7/20,0.920297528,0.297326894,0.031714869,0,68,20,27.8,12.2
11/8/20,0.920297528,0.294495209,0.030299026,0,71.5,21.94444444,28.9,15
11/9/20,0.917465843,0.294495209,0.034829722,0,76,24.44444444,30,18.9
11/10/20,0.906139104,0.297326894,0.039643586,0,72.5,22.5,27.2,17.8
11/11/20,0.900475735,0.297326894,0.033130711,0,71.5,21.94444444,28.9,15
11/12/20,0.89764405,0.297326894,0.029166352,0,74,23.33333333,29.4,17.2
11/13/20,0.903307419,0.297326894,0.036811901,0,74.5,23.61111111,28.9,18.3
11/14/20,0.917465843,0.294495209,0.048421808,0,79,26.11111111,30.6,21.7
11/15/20,0.917465843,0.281186291,0.026051499,0,63,17.22222222,23.3,11.1
11/16/20,0.894812365,0.267877373,0.019821793,0,59.5,15.27777778,24.4,6.1
11/17/20,0.903307419,0.262497172,0.019255456,0,59.5,15.27777778,25.6,5
11/18/20,0.89764405,0.262214003,0.019255456,0,62,16.66666667,27.2,6.1
11/19/20,0.894812365,0.263629846,0.022653478,0,71,21.66666667,28.3,15
11/20/20,0.891980681,0.261647666,0.030299026,0,73.5,23.05555556,28.9,17.2
11/21/20,0.889148996,0.262214003,0.050403988,0,73,22.77777778,27.2,18.3
11/22/20,0.906139104,0.26278034,0.056350526,0,70,21.11111111,28.3,13.9
11/23/20,0.917465843,0.262497172,0.056350526,0,60,15.55555556,20,11.1
11/24/20,0.872158888,0.26278034,0.066261422,1.016,71.5,21.94444444,28.9,15
11/25/20,0.877822257,0.261081329,0.048988145,0,62,16.66666667,23.3,10
11/26/20,0.903307419,0.258249645,0.046439629,0,61.5,16.38888889,25.6,7.2
11/27/20,0.880653942,0.257683308,0.030582195,0.508,65.5,18.61111111,21.7,15.6
11/28/20,0.880653942,0.264196183,0.037378238,16.51,56,13.33333333,16.1,10.6
11/29/20,0.911802473,0.291663524,0.033413879,0.508,51.5,10.83333333,13.9,7.8
11/30/20,0.886317311,0.281186291,0.015857434,0,45.5,7.5,14.4,0.6
12/1/20,0.89764405,0.275522921,0.025201994,0,47,8.333333333,17.8,-1
12/2/20,0.934455951,0.27580609,0.030015858,0,55,12.77777778,18.9,6.7
12/3/20,0.89764405,0.267594204,0.038510912,0,49.5,9.722222222,15,4.4
12/4/20,0.874990572,0.262214003,0.050687156,0,48,8.888888889,15.6,2.2
12/5/20,0.863663834,0.257116971,0.049837651,0.254,45,7.222222222,12.2,2.2
12/6/20,0.863663834,0.256550634,0.048704977,0,55,12.77777778,20,5.6
12/7/20,0.863663834,0.250887264,0.03709507,0,56.5,13.61111111,22.2,5
12/8/20,0.863663834,0.249188254,0.036245564,0,61,16.11111111,26.1,6.1
12/9/20,0.863663834,0.246356569,0.039643586,0,64,17.77777778,27.8,7.8
12/10/20,0.877822257,0.2460734,0.043041607,0,61,16.11111111,25.6,6.7
12/11/20,0.894812365,0.246356569,0.058049536,1.524,64,17.77777778,21.7,13.9
12/12/20,0.855168779,0.244091221,0.060881221,0,56,13.33333333,17.8,8.9
12/13/20,0.869327203,0.244657558,0.046439629,0,55.5,13.05555556,20.6,5.6
12/14/20,0.894812365,0.237295178,0.030299026,0,44,6.666666667,11.1,2.2
12/15/20,0.858000464,0.237578346,0.052952504,0,49.5,9.722222222,15,4.4
12/16/20,0.852337095,0.23502983,0.037661407,0,47,8.333333333,14.4,2.2
12/17/20,0.84950541,0.231065472,0.028316847,0,48,8.888888889,18.9,-1
12/18/20,0.863663834,0.228800124,0.033697048,0,51,10.55555556,17.8,3.3
12/19/20,0.94011932,0.235596167,0.043891113,19.558,56.5,13.61111111,20.6,6.7
12/20/20,0.948614375,0.239560526,0.033697048,0,55.5,13.05555556,20.6,5.6
12/21/20,0.914634158,0.240410031,0.013592087,0,57.5,14.16666667,23.9,4.4
12/22/20,0.894812365,0.239277357,0.009061391,0,59,15,23.9,6.1
12/23/20,0.880653942,0.242675379,0.01670694,0,64.5,18.05555556,27.8,8.3
12/24/20,0.900475735,0.238144683,0.00934456,0,45.5,7.5,13.9,1.1
12/25/20,0.872158888,0.234463493,0.018689119,0,56,13.33333333,21.7,5
12/26/20,0.869327203,0.23502983,0.02406932,0,53,11.66666667,21.7,1.7
12/27/20,0.84950541,0.237861515,0.024352488,0,62,16.66666667,25,8.3
12/28/20,0.84950541,0.239843694,0.02038813,0,65.5,18.61111111,23.9,13.3
12/29/20,0.858000464,0.239843694,0.027184173,0,70,21.11111111,25,17.2
12/30/20,0.872158888,0.240976368,0.032281206,36.83,59.5,15.27777778,23.9,6.7
12/31/20,0.999584699,0.247206074,0.056067357,45.212,40.5,4.722222222,6.7,2.8
1/1/21,1.095861979,0.261081329,0.033697048,0,45,7.222222222,11.7,2.8
1/2/21,1.076040186,0.255134791,0.022087141,0,50.5,10.27777778,17.8,2.8
1/3/21,1.044891654,0.261081329,0.021237635,0,54.5,12.5,22.2,2.8
1/4/21,0.996753014,0.261930835,0.02038813,0,58.5,14.72222222,25.6,3.9
1/5/21,0.965604483,0.25541796,0.022087141,0,58.5,14.72222222,22.8,6.7
1/6/21,0.976931222,0.252019938,0.024635657,0.762,60,15.55555556,21.7,9.4
1/7/21,1.002416384,0.241259536,0.016990108,0,52.5,11.38888889,17.2,5.6
1/8/21,0.962772798,0.231631808,0.01302575,0,45.5,7.5,12.2,2.8
1/9/21,0.94578269,0.229649629,0.015291097,0.254,43,6.111111111,12.2,0
1/10/21,0.968436167,0.244940727,0.022936646,27.178,39.5,4.166666667,7.2,1.1
1/11/21,1.050555024,0.280336785,0.029166352,0,41,5,10,0
1/12/21,1.047723339,0.259382319,0.022370309,0,42,5.555555556,11.7,-0.5
1/13/21,1.039228285,0.252019938,0.018122782,0,49.5,9.722222222,19.4,0
