date,Onega_discharge,Onega_temp,Onega_prcp,Pur_discharge,Pur_temp,Pur_prcp,Yana_discharge,Yana_temp,Yana_prcp
1/14/1973,187,-4.5,0.25,,-16.55,2.45,0.93,-42.2,0.8
1/15/1973,197,-9.2,0,,-28.5,1.35,0.96,-40.8,0.7
1/16/1973,205,-4.5,0.15,,-21.15,2.25,0.99,-53,0
1/17/1973,208,-3.9,1.9,,-14.7,1.2,1,-56.3,0
1/18/1973,211,-10.15,0.9,,-20.2,2.45,1.02,-49.1,0.4
1/19/1973,214,-25.35,0,,-26.35,1.6,1.04,-53,0
1/20/1973,208,-28.15,0,,-30.5,0.15,1.05,-52.2,0
1/21/1973,203,-25.45,0,,-22.85,1.2,0.99,-44.9,0
1/22/1973,203,-23,0.1,,-15.5,1.85,0.96,-48.6,0
1/23/1973,195,-11.95,0.5,,-21.6,2.65,0.93,-50,0
1/24/1973,191,-7.1,0.45,,-42.4,0.5,0.9,-50.6,0
1/25/1973,185,-4.8,4.8,,-50.2,0,0.87,-54.5,0
1/26/1973,178,-6.35,2.65,,-54.65,0,0.84,-54.3,0
1/27/1973,179,-19.9,6.85,,-52.95,0,0.82,-42.3,1.1
1/28/1973,189,-28.5,0.25,,-44.65,0.15,0.79,-34.4,1.9
1/29/1973,193,-31.3,0,,-39.05,0,0.76,-40.9,0.3
1/30/1973,198,-25.55,0.15,,-32.8,0.25,0.84,-33.4,0
1/31/1973,189,-23.4,0.1,,-37.5,0,0.74,-32.4,0.5
2/1/1973,189,-25.65,0.1,,-36.25,0,0.7,-37,0.7
2/2/1973,172,-17.45,1.9,,-36.1,0,0.68,-32.1,0.7
2/3/1973,163,-6.1,2.45,,-27.05,0,0.65,-29.1,0
2/4/1973,154,-4.55,2.6,,-24.1,0.4,0.64,-20.8,0
2/5/1973,154,-5.45,2.25,,-21.75,0.1,0.62,-32.1,0
2/6/1973,150,-5.15,1.2,,-16.45,0,0.64,-31.8,0.6
2/7/1973,150,-5.45,1.5,,-18.35,0,0.64,-36.4,0
2/8/1973,148,-7.55,1.1,,-18.05,0.4,0.64,-40.2,0
2/9/1973,148,-9,3.15,,-9.55,2,0.64,-45.6,0
2/10/1973,148,-11,0.5,,-5.6,1.4,0.64,-48.8,0
2/11/1973,144,-15.85,0.3,,-8.4,1.2,0.65,-39.7,0.9
2/12/1973,144,-18.3,0,,-22.2,0.75,0.68,-38.2,0.5
2/13/1973,140,-15.1,0,,-23.7,0.45,0.7,-43.6,0
2/14/1973,140,-3.6,2.45,,-25.2,0,0.74,-40.8,0
2/15/1973,140,-0.35,0,,-26.45,0,0.76,-40.5,0
2/16/1973,138,-2.75,0.6,,-19.95,0.3,0.79,-42.9,0
2/17/1973,138,-3.6,0.85,,-12.1,0.9,0.82,-41.6,0
2/18/1973,138,-2.65,0.2,,-14.25,3.25,0.86,-43.7,0
2/19/1973,137,-2.3,0,,-19.9,0.35,0.9,-44.6,0
2/20/1973,135,-2.6,0,,-14.4,0.75,0.94,-44.8,0.2
2/21/1973,135,-1.9,3.3,,-10.65,0.35,0.98,-46,0
2/22/1973,133,-6.05,2.4,,-13.35,0,1.02,-45.4,0.4
2/23/1973,133,-7.7,1.9,,-12.6,0.15,1.06,-46.7,0
2/24/1973,131,-8.2,3.3,,-11.9,0.9,1.11,-45,0
2/25/1973,131,-9.3,1,,-9.6,0.3,1.16,-39.6,0.4
2/26/1973,132,-11.5,1.2,,-17.75,0,1.2,-39.6,0.2
2/27/1973,130,-18.5,0,,-13.15,0,1.24,-30.4,0.3
2/28/1973,129,-14.35,2,,-10.35,0.1,1.29,-29.3,0.4
3/1/1973,129,-12.8,0.45,,-11.35,0.35,1.34,-33,0
3/2/1973,129,-15.6,0,,-4.5,2.15,1.39,-35.2,0
3/3/1973,129,-9.95,0.25,,-16.7,0.2,1.43,-33,0
3/4/1973,128,-6.55,1.3,,-18.85,0.15,1.47,-31.1,0
3/5/1973,128,-8.8,0,,-19.45,0.35,1.53,-33.3,0
3/6/1973,130,-5,1.5,,-26.35,0.45,1.57,-32.8,0
3/7/1973,130,-1.9,0,,-30.75,0.1,1.59,-37,0
3/8/1973,128,-4.2,1.7,,-21.2,0.85,1.61,-37.9,0
3/9/1973,127,-8.8,0.75,,-21.35,1.5,1.63,-37.5,0
3/10/1973,127,-8.7,2.7,,-30.85,0,1.67,-37.2,0
3/11/1973,127,-2.6,3.75,,-20.8,0.5,1.69,-37.6,0
3/12/1973,127,-2.5,0.3,,-8.1,1.4,1.71,-36.4,0
3/13/1973,127,-0.4,0,,-7.2,0.2,1.71,-34.1,0
3/14/1973,125,-5.9,0.3,,-3.8,0.6,1.71,-33.8,0
3/15/1973,125,-9.55,0,,-7,2.25,1.71,-34,0
3/16/1973,125,-1.6,3.1,,-8.75,4.6,3.42,-34,0
3/17/1973,125,-6.75,1.45,,-14.75,0.45,3.42,-32.2,0
3/18/1973,127,-13.1,0.2,,-7.1,0.85,3.46,-28.6,0
3/19/1973,127,-7.65,0.6,,-19.2,0,3.42,-28.1,0
3/20/1973,127,-10.6,0.95,,-19.9,0,3.42,-20.3,1.2
3/21/1973,127,-12.15,0.55,,-9.95,0,3.42,-23.5,0.5
3/22/1973,127,-12.5,0.45,,-5.75,0.25,3.42,-26.9,0.3
3/23/1973,127,-12.95,0,,-6.7,0,3.42,-30.3,0
3/24/1973,127,-4.05,4.75,,-6.8,2.85,3.42,-30.7,0
3/25/1973,127,1.8,0,,-9.25,0.7,3.42,-29.3,0
3/26/1973,125,4.2,0,,-14.4,0.2,3.42,-30.1,0
3/27/1973,125,2.15,0,,-18.4,0,3.42,-30.1,0
3/28/1973,125,-3.1,0,,-15.65,0,3.37,-27.9,0
3/29/1973,125,-0.1,0,,-15.9,0.1,3.34,-29.3,0
3/30/1973,125,2.9,0.35,,-8.6,0,3.3,-28.1,0
3/31/1973,127,1.95,1.75,,-4.1,0,3.22,-25.2,0
4/1/1973,129,0.3,4.75,,-1.45,0,3.18,-23,0
4/2/1973,130,0.7,1.15,,-2.85,0,3.14,-21,0
4/3/1973,130,1.75,1.7,,-2.7,0.55,3.1,-18.3,0
4/4/1973,133,1.35,3.6,,-6.35,0.35,3.1,-25,0
4/5/1973,133,1.15,1.95,,-2.6,2.15,3.02,-27.4,0
4/6/1973,135,1.35,0.8,,0.7,4.9,2.94,-25.5,0
4/7/1973,138,3.1,0.8,,-3.45,3.4,2.9,-21.6,0.5
4/8/1973,145,3.95,4.2,,-4.5,0.25,2.82,-23.2,0
4/9/1973,155,2.7,8.4,,2.35,1.15,2.74,-22.4,0
4/10/1973,166,0.65,1.75,,0.45,0,2.67,-20.7,0.7
4/11/1973,190,0.45,6.95,,-3.2,2.15,2.61,-21.8,0.4
4/12/1973,225,4.8,6.5,,-6.55,0,2.55,-22.7,0
4/13/1973,302,3,2.1,,-9.55,0,2.52,-18.3,0
4/14/1973,438,2.4,0,,-0.25,2.15,2.46,-16.5,0
4/15/1973,608,2.95,0.15,,3.4,0,2.43,-15.7,0
4/16/1973,807,4.7,0.25,,1.65,3.1,2.37,-6.5,0
4/17/1973,1040,3.3,0,,0.65,0.4,2.34,-5.3,0.9
4/18/1973,1290,5.05,0,,-2.15,0,2.31,-10.8,0.8
4/19/1973,1680,6.6,1.35,,-6.2,0,2.28,-10.4,0
4/20/1973,1680,6.25,0.8,,-8.6,1.55,2.25,-12.6,0.2
4/21/1973,1870,1.9,6.6,,-15.2,0.7,2.22,-9.7,3.1
4/22/1973,2040,0.55,0,,-15.65,0.2,2.19,-13.3,0
4/23/1973,2420,-2.15,0,,-16.2,0.1,2.16,-13.6,0.2
4/24/1973,2460,-3.4,0,,-15,0.2,2.13,-8.2,0.4
4/25/1973,2370,0.95,0,,-15.45,0,2.13,-7,0
4/26/1973,2280,5.9,0,,-15.35,0.35,2.1,-3.6,0
4/27/1973,2200,4.95,5.55,,-13.8,0,2.1,-2.2,1.6
4/28/1973,2090,4.65,0,,-11.25,1.65,2.07,-3,0
4/29/1973,2010,6.25,0,,-11.3,1.1,2.07,0.9,0
4/30/1973,1960,6.45,0,,-3.05,2.65,2.04,2,0
5/1/1973,1940,7.4,2.75,,-3.55,1.35,2.07,-0.3,0.4
5/2/1973,1950,7.4,1.65,,-9.35,0,2.13,-2.5,0
5/3/1973,1990,10.45,1.2,,-10.85,0,2.22,-0.9,0
5/4/1973,2060,7.65,0,,-8.5,0,2.34,0.2,0
5/5/1973,2060,5.6,0,,1.6,0,2.46,-4.1,0
5/6/1973,2040,6.75,0,,5.05,0,2.58,-2.5,0
5/7/1973,1970,6.6,10.15,,4.5,0,2.7,1.8,0
5/8/1973,1930,1.65,2.8,,-1.05,0.15,2.82,3,0
5/9/1973,1930,0.4,0,,-2.15,0,2.98,7.1,0
5/10/1973,1880,3.1,0,,-4.1,3.7,3.1,3.6,0
5/11/1973,1800,8.75,0,,-9.85,0.15,3.22,1.9,0
5/12/1973,1710,12.55,0,,-9.7,0,3.26,3.4,0
5/13/1973,1630,12.05,1.55,,-8.25,0,3.34,9.2,0
5/14/1973,1580,9.2,3.9,,-3.7,0,3.38,10.8,0
5/15/1973,1550,10.65,0.15,,2.9,11.05,5.07,9.3,0
5/16/1973,1500,10.6,1.45,,1,0.5,5.07,7,0
5/17/1973,1470,10.6,2.55,,2.25,0,5.07,6.1,0
5/18/1973,1430,12.55,1.6,,1.6,1,6.76,8.3,0
5/19/1973,1280,13.15,0,,-2.15,0.25,6.6,10.2,0
5/20/1973,1280,13.1,0,,-2.65,0.25,7.95,13,0
5/21/1973,1210,15.5,0,,-1.65,2.05,10.7,12.8,0
5/22/1973,1150,16.55,0,,0.15,0,12.9,13.3,0
5/23/1973,1100,17.2,0,,5.15,0,23.6,10.5,0.7
5/24/1973,1040,16.35,0.7,,2.75,0.15,42.7,5.4,0
5/25/1973,983,7.65,6.65,,8.85,0.15,462,2.2,4.1
5/26/1973,965,5.95,0,,11,0.8,2060,4.8,0
5/27/1973,930,9.25,0,,1.7,0,2990,6.7,0
5/28/1973,895,9.85,2.25,,4.4,0,3930,9.8,0
5/29/1973,827,8.5,1.05,,7.65,0.05,4260,13.5,0
5/30/1973,771,7.75,0,,5.75,0.35,4300,16.2,0
5/31/1973,715,11,0,,6.15,0,4020,16.7,0
6/1/1973,671,14.55,0,,5.25,0.35,4090,9.7,0
6/2/1973,639,17.95,0.05,,3.2,0.15,4650,15.7,0
6/3/1973,617,18.35,1.1,,0.75,0.65,5420,17.3,0
6/4/1973,586,19.9,0,,2.4,6.4,5860,14.3,2.6
6/5/1973,554,20.2,0,,0.65,0.35,4980,5.1,1.1
6/6/1973,523,16.35,4.8,,4.2,0.05,3560,7.1,0
6/7/1973,487,16.55,0.45,,8.85,2.1,3260,9.5,0.6
6/8/1973,461,15.25,0,,8.4,3.65,3230,11,0
6/9/1973,435,15.2,7.3,,6.8,0.7,3290,16.2,0
6/10/1973,405,15.05,6.25,,7.55,7.05,3150,19.9,0
6/11/1973,380,17.75,8.05,,7.45,1.45,2750,21.2,0.3
6/12/1973,362,13.8,1.85,,9,0,2440,16.5,2
6/13/1973,354,11.55,0.75,,13.95,6.45,2320,17.8,0
6/14/1973,362,17.45,0.3,,16.55,1,2300,17.4,5.6
6/15/1973,362,14,0,,14.1,0,2510,16.7,0.9
6/16/1973,350,13.75,1.65,,17.65,0.9,3540,15.7,0
6/17/1973,337,10.3,8.45,,15.65,0.25,3960,17.1,0
6/18/1973,337,7.3,9.05,,22.35,0,4310,20.6,0
6/19/1973,333,10.9,0,,13.25,0.55,4490,13.8,0
6/20/1973,329,12.9,0,,7.75,0.2,4880,17.3,0
6/21/1973,321,14,0.15,,11.1,0,5320,20.1,0
6/22/1973,313,14.35,0.15,,10.65,0,4950,16.5,0
6/23/1973,321,15.5,1.5,,11.45,0,3960,11.8,0
6/24/1973,321,14.8,0.25,,9.25,11.7,3200,10.6,0
6/25/1973,310,15.95,0,,11.85,0.35,2600,8.6,5
6/26/1973,298,17.8,0,,14.95,0,2260,10.4,9.3
6/27/1973,283,15.55,1.95,,14.8,0,2050,6,0
6/28/1973,276,18.35,0,,9.9,0.3,1880,9.2,0.1
6/29/1973,266,18.2,3.1,,9.1,2.4,1800,12.8,2.4
6/30/1973,262,17.9,4.5,,7.6,0,2150,16.9,8.2
7/1/1973,249,16.65,0.25,,8.65,0.5,3480,18.3,0.5
7/2/1973,249,19.5,0,,8.6,0.25,4260,19,0.5
7/3/1973,249,21.8,0,,8,0.05,4030,24,0
7/4/1973,249,23.4,0,,10.3,0.8,3490,22.8,1.2
7/5/1973,242,23.9,0,,10.25,1.6,3090,22.7,0
7/6/1973,236,22.85,1,,10.15,2.9,3880,25.9,0
7/7/1973,233,15.05,0,,9.25,0,2960,24.6,0
7/8/1973,229,11.35,0,,9.55,0,2670,22.6,0
7/9/1973,229,11.3,0,,9.55,0,2400,20.9,0
7/10/1973,220,14.15,0,,12.45,0,2170,23.3,0
7/11/1973,212,17.5,0,,12.65,10.65,1960,17.7,0.1
7/12/1973,201,19.45,0,,19.2,7.85,1800,17.1,0
7/13/1973,190,17.4,0,,18.4,10.4,1670,14.5,0.4
7/14/1973,190,14,0,,17.15,17.5,1600,16,0
7/15/1973,185,12.8,0,,16.7,1.65,1520,19.1,0
7/16/1973,182,12.5,0,,16.15,3.45,1480,22.2,0
7/17/1973,182,14.85,0,,15.5,5.05,1940,23.2,0
7/18/1973,180,18.8,0,,17,13.4,2640,22.5,0
7/19/1973,180,21.35,0,,13.5,3.2,2610,24.8,0
7/20/1973,178,21,0,,11.95,0.7,2320,27.6,0
7/21/1973,178,20.55,0,,16.65,0.6,2080,8.1,3.3
7/22/1973,180,18.3,0,,17.2,4.55,1940,4.7,0.4
7/23/1973,180,18.3,0,,17.4,5,1890,8.4,0
7/24/1973,180,18.5,0,,17.95,0,1730,14.6,0
7/25/1973,175,17.55,5.85,,20.35,0,1570,14.3,0
7/26/1973,172,18.45,0.2,,19.05,15.85,1510,13.4,0
7/27/1973,170,17.95,0,,20,0,1580,14.1,0
7/28/1973,166,12.85,0,,20.6,0,1670,13.2,0
7/29/1973,166,9.9,1.2,,20.4,8.6,1650,12.6,0
7/30/1973,166,9.85,3.65,,18.95,5.05,1530,16.2,0
7/31/1973,166,10.6,0,,19.05,1.75,1430,21.2,0
8/1/1973,161,11.05,0,,16.8,0,1370,23.5,0
8/2/1973,157,12.8,0,,8.8,0.2,1310,20.4,1.1
8/3/1973,152,16.6,3.6,,7.6,0.7,1270,19.6,0.8
8/4/1973,150,15.3,0.35,,9.8,0.85,1340,14,0
8/5/1973,152,16.25,0.2,,13.35,1.9,1350,19.3,0
8/6/1973,157,16.7,1.45,,14.45,5.15,1250,22.7,0
8/7/1973,161,17.6,0.9,,11.65,1.8,1140,16.7,1.6
8/8/1973,166,20.75,1.75,,13.25,0,1730,10.7,13.3
8/9/1973,170,18.45,8.25,,14.95,0,2490,10.4,1.9
8/10/1973,170,15.55,4.25,,16.15,0,2330,9,0
8/11/1973,175,15.5,6.35,,19.45,0,1950,9.1,1.4
8/12/1973,175,16.1,0,,20.2,0,1900,9.4,1.2
8/13/1973,178,16.2,0,,20.3,4.1,2600,11.4,0.4
8/14/1973,163,16.05,0,,20.25,1.1,3200,10.5,0
8/15/1973,170,15.15,0,,18.95,0,4030,7.8,0
8/16/1973,168,16.45,0,,16.05,0,5100,10.9,0
8/17/1973,166,13.1,0,,16.7,16.45,5740,11.6,0
8/18/1973,166,16.15,0,,11.95,12.3,5880,12.3,0
8/19/1973,161,17.3,0,,9.2,0.55,5880,12.5,0
8/20/1973,159,17.4,0,,8.75,0,5530,12.2,0
8/21/1973,163,16.65,0.85,,9.4,0,4970,10.6,0
8/22/1973,166,13.75,9.45,,13.3,0,4340,8,0
8/23/1973,161,9.3,10.9,,15.85,0,3680,7.4,0
8/24/1973,163,9.05,4.35,,15.3,0,3150,8.8,0.2
8/25/1973,166,6.7,8.8,,16.25,0,2740,11.2,0.3
8/26/1973,161,8.25,1.5,,17.25,0,2400,14,0
8/27/1973,161,6.15,0.25,,17.8,0,2160,11.6,0
8/28/1973,166,6.8,0.15,,18.15,0,1940,13.2,0
8/29/1973,172,6.65,1.1,,18.3,0,1730,12.4,0
8/30/1973,175,5.7,0,,15.95,2.1,1580,14.9,0.7
8/31/1973,166,8.95,0.55,,9.7,17.85,1470,3.6,8.9
9/1/1973,157,8.2,0.5,,7.7,6.8,1410,1.7,0
9/2/1973,152,6,0,,9.1,0.55,1370,4.4,0
9/3/1973,148,6.45,0,,8.9,3.5,1320,1.8,0
9/4/1973,148,7.7,0,,8.4,8.95,1310,4.2,0.1
9/5/1973,148,7.95,0,,9.45,10.45,1380,9.1,0.2
9/6/1973,148,7.05,11.55,,6.95,12.15,1460,10.1,0.9
9/7/1973,146,7.2,7.15,,12.7,8.1,1510,7.6,0.8
9/8/1973,148,7.15,1.8,,8.3,0.5,1550,5,0
9/9/1973,148,6.4,0.7,,8.5,3.3,1640,7.5,1.1
9/10/1973,152,4.45,23.05,,9.05,0.65,1580,8.5,2.2
9/11/1973,148,3.55,2.2,,6.95,0.15,1550,7,0.6
9/12/1973,157,3.05,2.9,,10.35,2.3,1910,12,0
9/13/1973,161,1.65,5.05,,10.2,0.8,2320,10,0
9/14/1973,175,3.25,0.15,,5.7,0,2690,4.1,6
9/15/1973,166,4.05,14.3,,4.7,0,3460,-1.3,0
9/16/1973,170,3.85,0.6,,7.1,3.55,4030,-0.5,0.3
9/17/1973,180,2.55,0.15,,5.75,1.95,4390,1.4,6.9
9/18/1973,190,4.25,5.15,,2.7,1.75,4200,-1.8,0
9/19/1973,192,5.3,4,,1.05,0.3,3820,3.5,0
9/20/1973,195,4.4,3.15,,0.7,9.95,3420,8.7,0
9/21/1973,195,3.75,6.45,,-1.25,4.65,3070,1,0
9/22/1973,206,0.55,0,,-1.65,2.7,2800,-0.6,0
9/23/1973,212,0.1,0,,-1.5,0.25,2380,5.4,0
9/24/1973,223,1.15,0,,-0.95,9.85,2160,-0.7,0
9/25/1973,229,2.9,0,,-0.75,5.15,1990,0.2,0
9/26/1973,223,3.9,0,,0.35,3.15,1860,-3.4,0
9/27/1973,217,3.85,0,,-2.15,0.15,1740,-1.8,0
9/28/1973,215,3.05,1.4,,-0.8,0.55,1560,-3.2,1.2
9/29/1973,201,3.85,2.1,,-2.95,2.45,1380,-3.6,0.4
9/30/1973,190,6.75,5.5,,-7.1,0.25,1230,-4.1,0
10/1/1973,185,9.6,1.5,,-8.55,0,1060,-3,0.3
10/2/1973,180,5.8,0.3,,-3.35,1.85,945,-7.9,0
10/3/1973,180,4.15,2.45,,2.3,5.4,952,-6.6,0.2
10/4/1973,180,4,5.5,,0.3,0,1170,-8,0
10/5/1973,182,4.55,2.4,,2.55,9.3,1010,-6.1,0
10/6/1973,185,3.75,2.05,,2.65,2.95,858,-10.8,0.4
10/7/1973,188,1,0.4,,0,2.8,744,-8.4,1.5
10/8/1973,190,-1.1,4,,-5.5,2.2,670,-9.2,0.7
10/9/1973,190,0.65,3.65,,-11.1,0.8,600,-6.1,0.5
10/10/1973,190,2.45,11.95,,-9.65,0.1,522,-12,0.6
10/11/1973,195,-1.2,1.5,,-0.25,0.5,475,-9.3,0
10/12/1973,201,-2.7,0.7,,2.85,1.2,429,-9.8,0
10/13/1973,217,-2,0.7,,0.4,3.75,382,-20.6,0
10/14/1973,236,-3.1,0,,-3.9,0.5,344,-18.1,0
10/15/1973,262,-4.4,1.1,,-4.9,3.2,334,-18.7,0.2
10/16/1973,286,-0.05,10.2,,-2.55,9.7,328,-9.3,3.3
10/17/1973,294,0.35,5.25,,-7.55,1.05,316,-25.2,0
10/18/1973,294,-1.15,1.6,,-10.2,0.15,304,-28.2,0
10/19/1973,290,-2.45,3.8,,-0.35,0.2,284,-30.6,0
10/20/1973,287,-3.8,0.9,,0.5,0,258,-31.3,0
10/21/1973,280,-2.95,1.05,,1.75,1.75,246,-27.4,0
10/22/1973,273,-3.15,3.1,,0.95,0.3,234,-15.9,0
10/23/1973,261,-3.95,1.2,,-2.2,0.6,219,-18.6,0
10/24/1973,231,-3.65,0.15,,-6.4,0.85,205,-16.2,0
10/25/1973,200,-3.35,0,,-3,4.25,199,-1.1,0
10/26/1973,200,-0.2,4.1,,-10.45,1.15,188,-8.1,0.2
10/27/1973,210,0.75,0.45,,-12.6,0.6,178,-2,0
10/28/1973,224,0.05,0.55,,-11.95,0.65,168,-6.4,0
10/29/1973,235,0.5,6.15,,-7.75,0.55,156,-19.6,0.3
10/30/1973,229,-0.7,4.75,,-6.2,0.4,151,-23.4,1.3
10/31/1973,230,-1.55,1.05,,-6,0.8,138,-32.3,0
11/1/1973,224,-4.05,0,,-6.8,0.35,127,-33.2,0
11/2/1973,212,-1.1,0.3,,-4.85,2.95,122,-27.4,1.8
11/3/1973,204,-0.05,0.5,,-2.2,2.8,117,-33.8,0
11/4/1973,204,-4.95,1.1,,-9.8,0,112,-38.5,0
11/5/1973,204,1.4,1.25,,-13.95,3,107,-39.8,0
11/6/1973,210,2.15,0,,-28.7,0.1,103,-37.1,0.8
11/7/1973,219,0.8,8.95,,-20.35,1.35,103,-37.7,0
11/8/1973,225,0.15,2.15,,-4.05,0.55,99.8,-32.8,1.4
11/9/1973,225,-0.45,2.2,,-2.8,1.15,98.6,-33.4,0.4
11/10/1973,229,0.9,3.8,,-4.3,1.3,94.6,-31.8,0
11/11/1973,232,-1.7,0.8,,-4,0.15,89.2,-20.1,0
11/12/1973,215,-6.05,0,,-5.65,1.05,84.1,-33.9,0
11/13/1973,200,-6.45,2.05,,-10.85,2,78.4,-36.2,0.2
11/14/1973,190,-4.4,3.3,,-11.8,1.2,74,-32.8,1.1
11/15/1973,183,-3,3.45,,-8,2.9,69.7,-38.3,0
11/16/1973,183,-5.4,0.9,,0.2,2.9,65.5,-33.2,1.3
11/17/1973,185,-9.9,0.2,,0.1,3.45,61.2,-28.5,2.4
11/18/1973,191,-11,0.6,,-5.7,0.15,56.9,-32.6,0
11/19/1973,194,-13.35,1.15,,-5.5,1.9,51.7,-29.5,0.8
11/20/1973,189,-12.35,0.1,,-16.7,0.55,48.1,-40.4,0
11/21/1973,183,-13.95,1,,-23.2,0,44.2,-45.7,0
11/22/1973,174,-11.55,0.2,,-23,0,43,-45.3,0.2
11/23/1973,174,-8.7,5.1,,-14.9,2.6,39,-44.3,0
11/24/1973,169,-7.95,2.9,,-9.25,2.15,35.8,-47.3,0
11/25/1973,172,-11.35,0.35,,-8.9,0,34.2,-49,0
11/26/1973,174,-11.85,0.75,,-12.2,0.75,31.2,-49.8,0
11/27/1973,177,-9.2,1.3,,-11.2,1.8,28.6,-48.3,0.3
11/28/1973,181,-7.3,2.75,,-12,2.65,26,-40,1.8
11/29/1973,177,-9.2,1.1,,-21.3,0,24.8,-42.6,0.6
11/30/1973,177,-12.5,0.9,,-25.05,0.1,22,-47.8,0
12/1/1973,177,-14.8,0.1,,-31.55,0,19.9,-38.8,1.6
12/2/1973,177,-16.35,0.25,,-19.1,1.05,19.1,-32.3,1.5
12/3/1973,175,-19.3,0.75,,-25.25,0,16.7,-36.6,0.4
12/4/1973,175,-24.1,0,,-21.05,1.7,16.7,-38.3,0.8
12/5/1973,173,-23.65,0.1,,-14.7,2.2,14.8,-37.3,0.4
12/6/1973,173,-20.55,0.6,,-22.6,1,13,-43.8,0
12/7/1973,170,-28.95,0.5,,-25.9,0.6,12.9,-41.7,0.3
12/8/1973,168,-31.8,0.6,,-15.15,3.25,11.6,-37.7,1.5
12/9/1973,165,-29.85,0.5,,-23.35,0,11.7,-41.8,1
12/10/1973,163,-20.75,1.3,,-12,2.2,10.4,-46.5,0.7
12/11/1973,162,-10.9,9.45,,-21.85,0.8,10.3,-49.2,0.5
12/12/1973,162,-1.3,2.1,,-31.55,0.1,8.82,-54.2,0
12/13/1973,155,-3.85,0.3,,-10.7,3.05,8.72,-53.4,0
12/14/1973,153,-8.95,1.2,,-11.5,0.75,8.5,-51.9,0.2
12/15/1973,146,-14.1,1,,-15.15,0.85,7.02,-53.6,0
12/16/1973,144,-17.85,0.3,,-12.5,2.3,6.84,-50,0
12/17/1973,143,-12.65,0.35,,-12.85,4.8,6.66,-41.5,0.4
12/18/1973,144,-3.6,4.7,,-25.9,0,5.4,-42,0.9
12/19/1973,143,-1.6,0.55,,-23.95,0.4,5.32,-49.4,0.2
12/20/1973,141,-8.05,1.25,,-12.5,0.3,5.18,-51.9,0
12/21/1973,139,-9.25,1.9,,-13.05,0.15,4.14,-47.8,0.5
12/22/1973,139,-10.2,0.15,,-9.55,1.4,4.14,-48.5,0
12/23/1973,137,-10.95,3.6,,-15,0.35,4.08,-46.6,0
12/24/1973,135,-6.5,2.25,,-25.1,0.3,3.06,-46.7,0.4
12/25/1973,135,-6.4,1.3,,-18.9,1.35,3.06,-49.5,0
12/26/1973,135,-5.75,0.8,,-22.1,0.85,3.1,-44.5,0
12/27/1973,132,-0.85,7.4,,-21.8,0.25,3.15,-44.8,0.8
12/28/1973,132,-0.85,2.8,,-10.55,3.45,3.15,-49.9,0
12/29/1973,130,-0.55,1.85,,-1.2,2.35,3.06,-53.4,0
12/30/1973,130,-5.15,0.35,,-21.1,3.9,2.01,-51,0
12/31/1973,129,1.75,5.35,,-26.5,0.9,2.01,-52,0
1/1/1974,129,-10.3,0.55,,-17.6,4.55,1.98,-52.2,0
1/2/1974,129,-15.7,0,,-23.95,5.05,1.92,-51.1,0.3
1/3/1974,127,-13.95,0.2,,-37.25,0.1,1.92,-51.7,0
1/4/1974,126,-2.4,0.55,,-39.85,0,1.89,-54.8,0
1/5/1974,124,-5,0.05,,-31.2,0.8,1.86,-56,0
1/6/1974,121,-11.5,0.1,,-33.4,0.2,1.83,-55.8,0
1/7/1974,121,-13.05,0.2,,-39.3,0,0.92,-53.6,0
1/8/1974,116,-10,0.15,,-41.9,0,0.92,-52.7,0
1/9/1974,115,-8.15,0.15,,-44.9,0,0.93,-52.9,0
1/10/1974,115,-18.55,0,,-43.65,0,0.92,-51.6,0
1/11/1974,116,-16.75,0,,-29.4,4.55,0.92,-51.1,0
1/12/1974,115,-15.95,0,,-23.3,1.55,0.9,-51.8,0
1/13/1974,115,-20.8,0,,-25.45,2.4,0.9,-50.8,0
1/14/1974,113,-16.75,0,,-26.2,1.5,0.88,-45.7,0
1/15/1974,112,-14.9,0,,-24.1,2.2,0.86,-47.9,0
1/16/1974,112,-12.45,0,,-25.35,3.65,0.84,-48.7,0
1/17/1974,110,-10.05,0,,-19.9,2.35,0.83,-39.3,1
1/18/1974,110,-9.35,0.35,,-29.9,0.35,0.82,-41.6,0
1/19/1974,108,-12.2,0.1,,-29.3,2.1,0.8,-36.8,0.4
1/20/1974,107,-13.85,0.35,,-25.05,0,0.79,-41.8,0.4
1/21/1974,107,-23.65,0,,-24.7,0.45,0.78,-41.2,0.4
1/22/1974,106,-17.9,0.95,,-28.4,0.85,0.78,-38.1,0.5
1/23/1974,104,-9.6,5.7,,-33.9,0,0.76,-49.1,0
1/24/1974,103,-12.45,1.8,,-21.8,1.65,0.76,-50.7,0
1/25/1974,104,-19.2,0.15,,-18.9,0,0.78,-47.5,0.2
1/26/1974,104,-20.2,0.1,,-30.25,0,0.78,-38.4,1.6
1/27/1974,104,-22.9,0.15,,-37.7,0,0.8,-44.2,0.6
1/28/1974,105,-20.55,0.1,,-37.25,0,0.82,-48.8,0
1/29/1974,105,-15.1,1.65,,-35.9,0.15,0.82,-44.5,0
1/30/1974,107,-8.95,2.65,,-30,0,0.83,-39,0
1/31/1974,108,-6.05,6.7,,-31.55,0.25,0.84,-40,0
2/1/1974,108,-4.8,0,,-34.75,0.95,0.84,-42,0
2/2/1974,108,-2.1,1.5,,-41.55,0,0.84,-43.6,0
